score,mirror_ok,baseline_collisions,baseline_lost_timeout,baseline_success,layout_ids,layout_sides,layout_signatures,selected_episodes,selected_terminations,selected_sources
8550.000,1,3,1,0,"510c6565e1,86be991615,a06b0c6742",left_heavy,102-200-102-200-102,"yonly:9bf76297e5:1,geomw:deb7a4ce87:23,risk_only:ca30bd7927:25,rule_override:4604e5c7c1:25,learnedw:306fe51644:1","yonly:collision,geomw:collision,risk_only:follow_lost,rule_override:collision,learnedw:success",yonly:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_yonly_seed1_20260612_014717/timeseries.csv;geomw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_geomw_w0.15_seed1_20260612_025545/timeseries.csv;risk_only:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_risk_only_gam0.15_seed1_20260612_033818/timeseries.csv;rule_override:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_rule_override_k8_m0.1_h0.45_smin0.85_slow0.1_yawloss0.3_seed1_20260612_040756/timeseries.csv;learnedw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_learnedw2_signed_lam0.3_gam0.15_m0.05_rowrel_aux0.05_riskmem_lc0.4_seed1_20260612_044832/timeseries.csv
8550.000,1,3,1,0,"0510236794,510c6565e1,86be991615,a06b0c6742",left_heavy,102-200-102-200-102,"yonly:9bf76297e5:1,geomw:deb7a4ce87:23,risk_only:ca30bd7927:25,rule_override:4604e5c7c1:3,learnedw:306fe51644:1","yonly:collision,geomw:collision,risk_only:follow_lost,rule_override:collision,learnedw:success",yonly:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_yonly_seed1_20260612_014717/timeseries.csv;geomw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_geomw_w0.15_seed1_20260612_025545/timeseries.csv;risk_only:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_risk_only_gam0.15_seed1_20260612_033818/timeseries.csv;rule_override:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_rule_override_k8_m0.1_h0.45_smin0.85_slow0.1_yawloss0.3_seed1_20260612_040756/timeseries.csv;learnedw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_learnedw2_signed_lam0.3_gam0.15_m0.05_rowrel_aux0.05_riskmem_lc0.4_seed1_20260612_044832/timeseries.csv
8550.000,1,3,1,0,"37f3bd3751,510c6565e1,86be991615",left_heavy,102-200-102-200-102,"yonly:9bf76297e5:1,geomw:deb7a4ce87:23,risk_only:ca30bd7927:27,rule_override:4604e5c7c1:1,learnedw:306fe51644:1","yonly:collision,geomw:collision,risk_only:follow_lost,rule_override:collision,learnedw:success",yonly:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_yonly_seed1_20260612_014717/timeseries.csv;geomw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_geomw_w0.15_seed1_20260612_025545/timeseries.csv;risk_only:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_risk_only_gam0.15_seed1_20260612_033818/timeseries.csv;rule_override:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_rule_override_k8_m0.1_h0.45_smin0.85_slow0.1_yawloss0.3_seed1_20260612_040756/timeseries.csv;learnedw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_learnedw2_signed_lam0.3_gam0.15_m0.05_rowrel_aux0.05_riskmem_lc0.4_seed1_20260612_044832/timeseries.csv
8550.000,1,3,1,0,"37f3bd3751,510c6565e1,86be991615,b3a1692316",left_heavy,102-200-102-200-102,"yonly:9bf76297e5:1,geomw:deb7a4ce87:23,risk_only:ca30bd7927:27,rule_override:4604e5c7c1:13,learnedw:306fe51644:1","yonly:collision,geomw:collision,risk_only:follow_lost,rule_override:collision,learnedw:success",yonly:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_yonly_seed1_20260612_014717/timeseries.csv;geomw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_geomw_w0.15_seed1_20260612_025545/timeseries.csv;risk_only:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_risk_only_gam0.15_seed1_20260612_033818/timeseries.csv;rule_override:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_rule_override_k8_m0.1_h0.45_smin0.85_slow0.1_yawloss0.3_seed1_20260612_040756/timeseries.csv;learnedw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_learnedw2_signed_lam0.3_gam0.15_m0.05_rowrel_aux0.05_riskmem_lc0.4_seed1_20260612_044832/timeseries.csv
8550.000,1,3,1,0,"37f3bd3751,4d0878c89f,510c6565e1,86be991615",left_heavy,102-200-102-200-102,"yonly:9bf76297e5:1,geomw:deb7a4ce87:23,risk_only:ca30bd7927:27,rule_override:4604e5c7c1:21,learnedw:306fe51644:1","yonly:collision,geomw:collision,risk_only:follow_lost,rule_override:collision,learnedw:success",yonly:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_yonly_seed1_20260612_014717/timeseries.csv;geomw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_geomw_w0.15_seed1_20260612_025545/timeseries.csv;risk_only:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_risk_only_gam0.15_seed1_20260612_033818/timeseries.csv;rule_override:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_rule_override_k8_m0.1_h0.45_smin0.85_slow0.1_yawloss0.3_seed1_20260612_040756/timeseries.csv;learnedw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_learnedw2_signed_lam0.3_gam0.15_m0.05_rowrel_aux0.05_riskmem_lc0.4_seed1_20260612_044832/timeseries.csv
8550.000,1,3,1,0,"37f3bd3751,510c6565e1,86be991615,a06b0c6742",left_heavy,102-200-102-200-102,"yonly:9bf76297e5:1,geomw:deb7a4ce87:23,risk_only:ca30bd7927:27,rule_override:4604e5c7c1:25,learnedw:306fe51644:1","yonly:collision,geomw:collision,risk_only:follow_lost,rule_override:collision,learnedw:success",yonly:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_yonly_seed1_20260612_014717/timeseries.csv;geomw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_geomw_w0.15_seed1_20260612_025545/timeseries.csv;risk_only:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_risk_only_gam0.15_seed1_20260612_033818/timeseries.csv;rule_override:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_rule_override_k8_m0.1_h0.45_smin0.85_slow0.1_yawloss0.3_seed1_20260612_040756/timeseries.csv;learnedw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_learnedw2_signed_lam0.3_gam0.15_m0.05_rowrel_aux0.05_riskmem_lc0.4_seed1_20260612_044832/timeseries.csv
8550.000,1,3,1,0,"0510236794,37f3bd3751,510c6565e1,86be991615",left_heavy,102-200-102-200-102,"yonly:9bf76297e5:1,geomw:deb7a4ce87:23,risk_only:ca30bd7927:27,rule_override:4604e5c7c1:3,learnedw:306fe51644:1","yonly:collision,geomw:collision,risk_only:follow_lost,rule_override:collision,learnedw:success",yonly:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_yonly_seed1_20260612_014717/timeseries.csv;geomw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_geomw_w0.15_seed1_20260612_025545/timeseries.csv;risk_only:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_risk_only_gam0.15_seed1_20260612_033818/timeseries.csv;rule_override:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_rule_override_k8_m0.1_h0.45_smin0.85_slow0.1_yawloss0.3_seed1_20260612_040756/timeseries.csv;learnedw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_learnedw2_signed_lam0.3_gam0.15_m0.05_rowrel_aux0.05_riskmem_lc0.4_seed1_20260612_044832/timeseries.csv
8550.000,1,3,1,0,"0510236794,510c6565e1,86be991615",left_heavy,102-200-102-200-102,"yonly:9bf76297e5:1,geomw:deb7a4ce87:23,risk_only:ca30bd7927:3,rule_override:4604e5c7c1:1,learnedw:306fe51644:1","yonly:collision,geomw:collision,risk_only:follow_lost,rule_override:collision,learnedw:success",yonly:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_yonly_seed1_20260612_014717/timeseries.csv;geomw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_geomw_w0.15_seed1_20260612_025545/timeseries.csv;risk_only:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_risk_only_gam0.15_seed1_20260612_033818/timeseries.csv;rule_override:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_rule_override_k8_m0.1_h0.45_smin0.85_slow0.1_yawloss0.3_seed1_20260612_040756/timeseries.csv;learnedw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_learnedw2_signed_lam0.3_gam0.15_m0.05_rowrel_aux0.05_riskmem_lc0.4_seed1_20260612_044832/timeseries.csv
8550.000,1,3,1,0,"0510236794,510c6565e1,86be991615,b3a1692316",left_heavy,102-200-102-200-102,"yonly:9bf76297e5:1,geomw:deb7a4ce87:23,risk_only:ca30bd7927:3,rule_override:4604e5c7c1:13,learnedw:306fe51644:1","yonly:collision,geomw:collision,risk_only:follow_lost,rule_override:collision,learnedw:success",yonly:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_yonly_seed1_20260612_014717/timeseries.csv;geomw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_geomw_w0.15_seed1_20260612_025545/timeseries.csv;risk_only:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_risk_only_gam0.15_seed1_20260612_033818/timeseries.csv;rule_override:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_rule_override_k8_m0.1_h0.45_smin0.85_slow0.1_yawloss0.3_seed1_20260612_040756/timeseries.csv;learnedw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_learnedw2_signed_lam0.3_gam0.15_m0.05_rowrel_aux0.05_riskmem_lc0.4_seed1_20260612_044832/timeseries.csv
8550.000,1,3,1,0,"0510236794,4d0878c89f,510c6565e1,86be991615",left_heavy,102-200-102-200-102,"yonly:9bf76297e5:1,geomw:deb7a4ce87:23,risk_only:ca30bd7927:3,rule_override:4604e5c7c1:21,learnedw:306fe51644:1","yonly:collision,geomw:collision,risk_only:follow_lost,rule_override:collision,learnedw:success",yonly:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_yonly_seed1_20260612_014717/timeseries.csv;geomw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_geomw_w0.15_seed1_20260612_025545/timeseries.csv;risk_only:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_risk_only_gam0.15_seed1_20260612_033818/timeseries.csv;rule_override:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_rule_override_k8_m0.1_h0.45_smin0.85_slow0.1_yawloss0.3_seed1_20260612_040756/timeseries.csv;learnedw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_learnedw2_signed_lam0.3_gam0.15_m0.05_rowrel_aux0.05_riskmem_lc0.4_seed1_20260612_044832/timeseries.csv
8550.000,1,3,1,0,"0510236794,510c6565e1,86be991615,a06b0c6742",left_heavy,102-200-102-200-102,"yonly:9bf76297e5:1,geomw:deb7a4ce87:23,risk_only:ca30bd7927:3,rule_override:4604e5c7c1:25,learnedw:306fe51644:1","yonly:collision,geomw:collision,risk_only:follow_lost,rule_override:collision,learnedw:success",yonly:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_yonly_seed1_20260612_014717/timeseries.csv;geomw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_geomw_w0.15_seed1_20260612_025545/timeseries.csv;risk_only:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_risk_only_gam0.15_seed1_20260612_033818/timeseries.csv;rule_override:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_rule_override_k8_m0.1_h0.45_smin0.85_slow0.1_yawloss0.3_seed1_20260612_040756/timeseries.csv;learnedw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_learnedw2_signed_lam0.3_gam0.15_m0.05_rowrel_aux0.05_riskmem_lc0.4_seed1_20260612_044832/timeseries.csv
8550.000,1,3,1,0,"0510236794,510c6565e1,86be991615",left_heavy,102-200-102-200-102,"yonly:9bf76297e5:1,geomw:deb7a4ce87:23,risk_only:ca30bd7927:3,rule_override:4604e5c7c1:3,learnedw:306fe51644:1","yonly:collision,geomw:collision,risk_only:follow_lost,rule_override:collision,learnedw:success",yonly:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_yonly_seed1_20260612_014717/timeseries.csv;geomw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_geomw_w0.15_seed1_20260612_025545/timeseries.csv;risk_only:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_risk_only_gam0.15_seed1_20260612_033818/timeseries.csv;rule_override:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_rule_override_k8_m0.1_h0.45_smin0.85_slow0.1_yawloss0.3_seed1_20260612_040756/timeseries.csv;learnedw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_learnedw2_signed_lam0.3_gam0.15_m0.05_rowrel_aux0.05_riskmem_lc0.4_seed1_20260612_044832/timeseries.csv
8550.000,1,3,1,0,"37f3bd3751,71b504f6cd,86be991615",left_heavy,102-200-102-200-102,"yonly:9bf76297e5:1,geomw:deb7a4ce87:27,risk_only:ca30bd7927:1,rule_override:4604e5c7c1:11,learnedw:306fe51644:1","yonly:collision,geomw:collision,risk_only:collision,rule_override:follow_lost,learnedw:success",yonly:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_yonly_seed1_20260612_014717/timeseries.csv;geomw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_geomw_w0.15_seed1_20260612_025545/timeseries.csv;risk_only:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_risk_only_gam0.15_seed1_20260612_033818/timeseries.csv;rule_override:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_rule_override_k8_m0.1_h0.45_smin0.85_slow0.1_yawloss0.3_seed1_20260612_040756/timeseries.csv;learnedw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_learnedw2_signed_lam0.3_gam0.15_m0.05_rowrel_aux0.05_riskmem_lc0.4_seed1_20260612_044832/timeseries.csv
8550.000,1,3,1,0,"37f3bd3751,66c2501559,86be991615",left_heavy,102-200-102-200-102,"yonly:9bf76297e5:1,geomw:deb7a4ce87:27,risk_only:ca30bd7927:1,rule_override:4604e5c7c1:19,learnedw:306fe51644:1","yonly:collision,geomw:collision,risk_only:collision,rule_override:follow_lost,learnedw:success",yonly:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_yonly_seed1_20260612_014717/timeseries.csv;geomw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_geomw_w0.15_seed1_20260612_025545/timeseries.csv;risk_only:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_risk_only_gam0.15_seed1_20260612_033818/timeseries.csv;rule_override:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_rule_override_k8_m0.1_h0.45_smin0.85_slow0.1_yawloss0.3_seed1_20260612_040756/timeseries.csv;learnedw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_learnedw2_signed_lam0.3_gam0.15_m0.05_rowrel_aux0.05_riskmem_lc0.4_seed1_20260612_044832/timeseries.csv
8550.000,1,3,1,0,"37f3bd3751,510c6565e1,86be991615",left_heavy,102-200-102-200-102,"yonly:9bf76297e5:1,geomw:deb7a4ce87:27,risk_only:ca30bd7927:1,rule_override:4604e5c7c1:23,learnedw:306fe51644:1","yonly:collision,geomw:collision,risk_only:collision,rule_override:follow_lost,learnedw:success",yonly:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_yonly_seed1_20260612_014717/timeseries.csv;geomw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_geomw_w0.15_seed1_20260612_025545/timeseries.csv;risk_only:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_risk_only_gam0.15_seed1_20260612_033818/timeseries.csv;rule_override:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_rule_override_k8_m0.1_h0.45_smin0.85_slow0.1_yawloss0.3_seed1_20260612_040756/timeseries.csv;learnedw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_learnedw2_signed_lam0.3_gam0.15_m0.05_rowrel_aux0.05_riskmem_lc0.4_seed1_20260612_044832/timeseries.csv
8550.000,1,3,1,0,"37f3bd3751,86be991615",left_heavy,102-200-102-200-102,"yonly:9bf76297e5:1,geomw:deb7a4ce87:27,risk_only:ca30bd7927:1,rule_override:4604e5c7c1:27,learnedw:306fe51644:1","yonly:collision,geomw:collision,risk_only:collision,rule_override:follow_lost,learnedw:success",yonly:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_yonly_seed1_20260612_014717/timeseries.csv;geomw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_geomw_w0.15_seed1_20260612_025545/timeseries.csv;risk_only:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_risk_only_gam0.15_seed1_20260612_033818/timeseries.csv;rule_override:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_rule_override_k8_m0.1_h0.45_smin0.85_slow0.1_yawloss0.3_seed1_20260612_040756/timeseries.csv;learnedw:agents/eval_data_fig6_trajectories_worldxy/s_0.6/moe_teacher_s_pcr_line_avoid_basic_learnedw2_signed_lam0.3_gam0.15_m0.05_rowrel_aux0.05_riskmem_lc0.4_seed1_20260612_044832/timeseries.csv
